Date,Total_US_Cases,New_Cases,category,product_code_description,reason_for_interruption_per_506j,Shortage_Flag
2023-01-04,101088268,198116,NA,NA,NA,0
2023-01-05,101196118,107850,NA,NA,NA,0
2023-01-06,101261306,65188,NA,NA,NA,0
2023-01-07,101267161,5855,NA,NA,NA,0
2023-01-08,101272871,5710,NA,NA,NA,0
2023-01-09,101315882,43011,NA,NA,NA,0
2023-01-10,101399167,83285,NA,NA,NA,0
2023-01-11,101538785,139618,NA,NA,NA,0
2023-01-12,101603765,64980,NA,NA,NA,0
2023-01-13,101637080,33315,NA,NA,NA,0
2023-01-14,101642365,5285,NA,NA,NA,0
2023-01-15,101645683,3318,NA,NA,NA,0
2023-01-16,101653200,7517,NA,NA,NA,0
2023-01-17,101734455,81255,NA,NA,NA,0
2023-01-18,101863085,128630,NA,NA,NA,0
2023-01-19,101954273,91188,NA,NA,NA,0
2023-01-20,101991792,37519,NA,NA,NA,0
2023-01-21,101996920,5128,NA,NA,NA,0
2023-01-22,102000208,3288,NA,NA,NA,0
2023-01-23,102031261,31053,NA,NA,NA,0
2023-01-24,102086995,55734,NA,NA,NA,0
2023-01-25,102189303,102308,NA,NA,NA,0
2023-01-26,102253419,64116,NA,NA,NA,0
2023-01-27,102270340,16921,NA,NA,NA,0
2023-01-28,102274935,4595,NA,NA,NA,0
2023-01-29,102278427,3492,NA,NA,NA,0
2023-01-30,102307558,29131,NA,NA,NA,0
2023-01-31,102362900,55342,NA,NA,NA,0
2023-02-01,102479408,116508,NA,NA,NA,0
2023-02-02,102561083,81675,NA,NA,NA,0
2023-02-03,102599955,38872,NA,NA,NA,0
2023-02-04,102604151,4196,NA,NA,NA,0
2023-02-05,102607114,2963,NA,NA,NA,0
2023-02-06,102631614,24500,NA,NA,NA,0
2023-02-07,102677253,45639,NA,NA,NA,0
2023-02-08,102760926,83673,NA,NA,NA,0
2023-02-09,102842908,81982,NA,NA,NA,0
2023-02-10,102855101,12193,NA,NA,NA,0
2023-02-11,102859510,4409,NA,NA,NA,0
2023-02-12,102862879,3369,NA,NA,NA,0
2023-02-13,102886005,23126,NA,NA,NA,0
2023-02-14,102934224,48219,NA,NA,NA,0
2023-02-15,103023231,89007,NA,NA,NA,0
2023-02-16,103083910,60679,NA,NA,NA,0
2023-02-17,103131898,47988,NA,NA,NA,0
2023-02-18,103134605,2707,NA,NA,NA,0
2023-02-19,103136077,1472,NA,NA,NA,0
2023-02-20,103138119,2042,NA,NA,NA,0
2023-02-21,103198669,60550,NA,NA,NA,0
2023-02-22,103308832,110163,NA,NA,NA,0
2023-02-23,103365511,56679,NA,NA,NA,0
2023-02-24,103378408,12897,NA,NA,NA,0
2023-02-25,103381157,2749,NA,NA,NA,0
2023-02-26,103382763,1606,NA,NA,NA,0
2023-02-27,103399827,17064,NA,NA,NA,0
2023-02-28,103443455,43628,NA,NA,NA,0
2023-03-01,103533872,90417,NA,NA,NA,0
2023-03-02,103589757,55885,NA,NA,NA,0
2023-03-03,103648690,58933,NA,NA,NA,0
2023-03-04,103650837,2147,NA,NA,NA,0
2023-03-05,103646975,-3862,NA,NA,NA,0
2023-03-06,103655539,8564,NA,NA,NA,0
2023-03-07,103690910,35371,NA,NA,NA,0
2023-03-08,103755771,64861,NA,NA,NA,0
2023-03-09,103802702,46931,NA,NA,NA,0
